0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-0.8149135,0.8529999,0.22106825,0.8038488,0.5765486,-0.6772963,0.1885562,1.0943878,-0.07135575,0.24831308,-0.9991857,-0.5447283,-0.058256246,-0.41237196,-0.01080161
-0.54802686,-1.3686095,-1.1623293,1.690868,0.4439409,0.77147,-0.86304575,-0.17275032,1.5594678,0.060966488,-0.5346639,-0.34219047,1.3731532,0.5071142,-0.23560344
0.28627944,-1.4924728,-1.4794468,-0.08162476,0.54439104,-0.30474854,-0.03914604,0.37989587,0.9501049,-1.0197418,-0.085298404,0.73682976,-0.16142265,0.56735986,-0.26734844
-0.05476474,-1.0721776,-0.06821938,-0.6466186,0.26721075,1.6721288,-1.3531761,-2.3878143,0.021566914,-1.69366,-1.0818479,-1.5169805,1.180504,1.6783816,-0.18117677
0.41111597,-0.48953083,-0.043494884,0.13994904,-1.7988365,-0.68672717,-0.12058125,0.12744829,-0.28158227,-0.36851522,0.7372857,-0.68096936,-0.0727255,-0.7835914,0.19284219
0.98236597,0.26563832,0.0070550432,0.7089205,2.601161,-0.6051782,1.2808198,0.7674526,0.24461249,0.44342896,0.6286972,1.6304168,-1.0744255,1.392001,-0.23892559
0.3586595,-0.6325093,-0.45114666,1.7640665,1.0978214,-0.9767412,0.17200671,0.8693295,0.36467245,1.6030176,1.4273036,1.8173538,-0.7314354,-0.5171557,-0.2508159
0.41079432,1.6011492,1.5561432,-2.5679927,-1.7371974,0.112705536,0.0389698,-0.38700098,-2.349197,-0.6063741,-1.2943468,-1.5198184,-0.6376435,0.5975967,0.45502496
0.34197545,-0.09855891,0.2544681,0.62765276,1.2860059,-1.6970162,0.17543486,-0.3737114,-0.5301944,-0.018590078,-0.46724397,-0.49676228,-0.76704705,0.2656388,-0.13922125
-0.61526287,-0.75236756,-0.8542786,1.2151451,1.9137058,-0.3377178,0.47787118,-0.13839468,0.8990211,-0.41739947,-0.6156636,0.22390172,-0.13144834,0.7387925,-0.35569254
0.5476035,-0.7829202,0.30067736,1.0672559,-0.05036397,0.9608353,-1.727882,-1.3711249,0.24166994,-0.004792876,-1.0746773,-1.626046,1.2240049,1.7420682,-0.035578545
-1.4676435,0.29032475,-0.9086623,-0.7216514,-0.47844067,0.011652836,1.1245059,0.6357477,0.27633733,-0.33993226,0.51883316,0.76941067,-0.33221975,-2.009091,-0.048485596
-0.77975833,-0.2859341,-0.34057993,-0.128651,-0.6504519,1.650568,-1.0117356,0.16633819,0.35432097,-1.0766221,-0.100254625,-0.3648932,0.8995876,-0.43741134,-0.122346036
-0.28608826,0.45210662,-0.5170613,-1.4130325,-0.99857223,0.2255368,1.2575676,1.4212188,0.25871342,-0.04065346,1.409061,1.7759004,-0.5313339,-1.4708003,0.1394199
1.5357451,0.72540337,-0.5804604,-0.28947544,0.38097405,-0.72178566,1.314993,0.74245036,-0.17103606,-0.360935,0.7872232,-0.36319065,-0.73520565,0.47069383,-0.08803098
