0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1.2965904,0.28349724,1.1695565,-2.8245473,2.0545468,-3.3534942,-2.733102,2.3407373,3.2181635,-2.561624,2.237643,-1.2046715,-2.5986948,2.763017,-2.874914
-0.55402184,0.37580666,-0.18409327,0.18579836,-0.014935302,0.0046440293,0.02929224,-0.59074426,-0.7572495,0.5117256,-0.27077615,0.2573826,-0.012544068,-0.23532279,-0.13346413
-0.07563861,0.13988121,-0.62045395,0.6613578,0.2752882,-0.06536909,0.24065213,-0.3101286,-0.071316674,0.13951069,0.31291148,0.059923902,0.49614656,0.33243266,0.2953035
0.24584702,-0.38791364,-0.61833584,-0.39756185,0.18571793,0.3446256,1.2126017,0.10044215,0.56442016,-0.30531064,-0.7220163,-0.5458378,0.62185025,0.8986126,0.2181166
-0.20687152,0.29885328,-0.061320797,1.3440653,-0.8848463,-2.022525,-0.44514453,-0.15844695,-0.33015677,-0.11201217,0.8922364,1.065888,-0.7122573,0.075383,0.2140941
-0.3332869,-0.31209677,0.13779676,-0.29059857,0.2886064,-0.27604842,-0.19309235,0.2236396,0.17712343,-0.112948805,0.08816922,0.3918919,-0.08620474,-0.4133799,0.09215808
-0.6384883,0.012180972,-0.32616904,-0.9380674,0.6773059,2.385064,0.9471221,0.41079003,0.8744625,0.9717572,-1.3956779,-0.71955955,1.3813614,-0.80696434,0.8004224
-0.3062241,0.154977,-0.003897085,0.59503734,-0.29871422,0.065086536,-0.19136448,-0.60850763,-0.5009549,0.7191106,-0.067354694,0.44043052,-0.11818607,-0.49499315,-0.099338
0.10136981,0.22422412,-0.8457762,1.0881621,-0.981897,-1.6961046,-0.12243022,-0.18653299,-0.7830343,0.16858287,0.6634558,0.7603863,-0.20221874,0.0010249729,-0.45159194
0.19358353,-0.02048081,-0.16940336,0.3965497,0.30982885,-0.18733492,-1.3048302,0.15877509,-2.2219658,0.62303275,0.097532675,0.50989366,-1.2773303,-0.9058829,-0.15074855
0.33903146,0.086166024,0.550826,-0.5669334,1.0835117,0.48902798,-0.5017058,0.46702677,-0.26911947,0.06558039,0.13208841,-1.1716405,-0.7698233,0.5422633,1.1274207
-0.2920358,0.37516338,0.3425917,-0.0908263,-0.29462177,0.28500205,0.09954816,-0.35011235,0.26433742,0.19975245,-0.28244883,0.16290045,-0.25728232,0.20132196,0.31170535
0.011031474,0.356358,-0.18513982,0.8140608,0.34345832,-0.26975405,-1.2129275,0.20718932,-2.2736895,-0.18564025,0.7455038,0.48637685,-1.267259,-0.1596298,-0.35471332
-0.15059046,0.13467269,0.054695066,-0.048307408,-0.20509624,-0.12022266,-0.31962332,-0.4183535,-0.025968255,0.2816599,-0.29409924,0.115396515,-0.25724235,0.2582818,0.021931704
-0.13688564,-0.30373758,-0.50869685,-0.8202466,-0.18081327,0.41106272,0.99379843,0.35133183,0.8108061,0.11818817,-0.9966607,-0.653752,1.2411107,0.9208445,0.14198662
0.06930029,-0.28094324,0.22727819,0.30902866,0.37910494,0.1684459,0.25281453,0.5618619,-0.5385947,-0.3431983,0.36718935,0.12802324,-0.2494605,0.5444337,0.44781327
